pr_record_id,gstr2b_record_id,invoice_id,vendor_id,vendor_gstin,case_type,defect_family,match_type,expected_validation_error,expected_classification,expected_outcome,amount_delta,credit_note_amount,in_prior_period_snapshot,vendor_cumulative_itc_variance,expected_drc01c_breach,expected_rule88d_within_window,split,notes
PR-0265,2B-0099,INV-2604-00265,V034,32MWNUU2669X1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0266,,INV-2604-00266,V002,27NOMNQ8836X1Z2,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,82859.47,true,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0267,2B-0073,INV-2604-00267,V038,02CTMNE5571B1Z6,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,125710.64,true,,calibration,all comparison fields identical
PR-0268,2B-0275,INV-2604-00268,V026,27VGUPQ1274N1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,0.00,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 24; total tax equal
PR-0269,2B-0230,INV-2604-00269,V017,27ITFXL3590N1ZG,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,40727.16,false,,calibration,all comparison fields identical
PR-0270,2B-0025,INV-2604-00270,V007,27NFAOH7689K1ZL,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,79774.05,true,,calibration,all comparison fields identical
PR-0271,2B-0451,INV-2604-00271,V003,32EVDGL6232O1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0272,2B-0401,INV-2604-00272,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0273,2B-0103,INV-2604-00273,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0274,2B-0358,INV-2604-00274,V022,27CBGHX9945C1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,50272.05,false,,frozen_test,all comparison fields identical
PR-0275,2B-0418,INV-2604-00275,V002,27NOMNQ8836X1Z2,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,82859.47,true,,calibration,2B vendor_name rendered as 'Himalaya Solutions India Pvt. Ltd..'
PR-0276,2B-0164,INV-2604-00276,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,all comparison fields identical
PR-0277,2B-0138,INV-2604-00277,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0278,,INV-2604-00278,V033,03KJOEN7911O1Z1,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,124952.52,true,false,frozen_test,absent from current 2B and from the prior-period snapshot
PR-0279,,INV-2604-00279,V013,10CLWJW0153B1ZL,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,103578.27,true,false,frozen_test,"present in prior-period snapshot, absent from current 2B"
PR-0280,2B-0411,INV-2604-00280,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0281,2B-0448,INV-2604-00281,V038,02CTMNE5571B1Z6,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-1000.00,1000.00,false,125710.64,true,true,calibration,2B net of credit note Rs.1000.00
PR-0282,2B-0307,INV-2604-00282,V023,32ZQZIP1711S1ZR,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-36621.00,36621.00,false,4744.52,false,false,frozen_test,2B net of credit note Rs.36621.00
PR-0283,2B-0144,INV-2604-00283,V018,08STSKE2455Y1ZA,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,2B vendor_name OCR-corrupted to 'K0nark  Traders and C0mpany'
PR-0284,2B-0373,INV-2604-00284,V004,22JLIUB3888G1ZO,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B invoice_date shifted by +2 day(s)
PR-0285,2B-0007,INV-2604-00285,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,calibration,all comparison fields identical
PR-0286,2B-0452,INV-2604-00286,V035,06WWDLC2591N1Z0,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,1400.00,false,,frozen_test,2B vendor_name rendered as 'Orbit Chemicals India Pvt. Ltd..'
PR-0287,,INV-2604-00287,V030,03RFLNG9701F1ZD,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,164457.37,true,false,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0288,2B-0331,INV-2604-00288,V002,27NOMNQ8836X1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,82859.47,true,,calibration,all comparison fields identical
PR-0289,2B-0160,INV-2604-00289,V006,27MGAGX0940T1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,28774.39,false,,calibration,all comparison fields identical
PR-0290,2B-0335,INV-2604-00290,V034,32MWNUU2669X1ZI,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name OCR-corrupted to 'Dynam0  Texti1es Private Limited'
PR-0291,,INV-2604-00291,V018,08STSKE2455Y1ZA,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,115774.46,true,false,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0292,2B-0257,INV-2604-00292,V026,27VGUPQ1274N1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0293,,INV-2604-00293,V015,09RUTFG7986V1ZZ,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,71790.02,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0294,2B-0266,INV-2604-00294,V030,03RFLNG9701F1ZD,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-516.45,,false,164457.37,true,false,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0295,2B-0133,INV-2604-00295,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0296,2B-0243,INV-2604-00296,V028,21SKPXR4660P1ZJ,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,-0.26,,false,0.00,false,,calibration,taxable_value differs by Rs.0.26 (within Rs.1)
PR-0297,2B-0349,INV-2604-00297,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0298,2B-0270,INV-2604-00298,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0299,2B-0475,INV-2604-00299,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0300,2B-0372,INV-2604-00300,V003,32EVDGL6232O1ZV,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'Bharat  Solutions  Ltd.'
PR-0301,2B-0071,INV-2604-00301,V026,27VGUPQ1274N1ZX,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'M/s Wavelength Ent. LLP'
PR-0302,2B-0070,INV-2604-00302,V019,32LHGYK3148I1ZP,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0303,2B-0317,INV-2604-00303,V018,08STSKE2455Y1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,115774.46,true,,frozen_test,all comparison fields identical
PR-0304,2B-0346,INV-2604-00304,V011,27ZNNUA5329D1Z8,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,113979.29,true,,calibration,all comparison fields identical
PR-0305,2B-0468,INV-2604-00305,V004,22JLIUB3888G1ZO,quarantine_missing_field,invalid_input,quarantined,missing_required_field,,quarantine,0.00,,false,0.00,false,,calibration,invoice_date blank
PR-0306,2B-0143,INV-2604-00306,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0307,2B-0207,INV-2604-00307,V020,08PAPRB6119M1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,804.60,false,,frozen_test,all comparison fields identical
PR-0308,2B-0139,INV-2604-00308,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0309,2B-0150,INV-2604-00309,V033,03KJOEN7911O1Z1,quarantine_missing_field,invalid_input,quarantined,missing_required_field,,quarantine,0.00,,false,124952.52,true,,frozen_test,taxable_value blank
PR-0310,2B-0037,INV-2604-00310,V029,29NKVKQ5588B1Z9,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,1328.86,false,false,calibration,2B net of credit note Rs.2500.00
PR-0311,2B-0479,INV-2604-00311,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,calibration,all comparison fields identical
PR-0312,2B-0155,INV-2604-00312,V018,08STSKE2455Y1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,all comparison fields identical
PR-0313,2B-0429,INV-2604-00313,V031,27GFTDT0664D1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,8396.10,false,,calibration,all comparison fields identical
PR-0314,2B-0366,INV-2604-00314,V012,27WOIJO2003E1Z3,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,47331.39,false,,calibration,all comparison fields identical
PR-0315,,INV-2604-00315,V039,02LJWUK8178Q1ZJ,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,11338.70,false,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0316,2B-0410,INV-2604-00316,V007,27NFAOH7689K1ZL,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,79774.05,true,,calibration,all comparison fields identical
PR-0317,2B-0141,INV-2604-00317,V013,10CLWJW0153B1ZL,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-2693.10,,false,103578.27,true,false,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0318,2B-0315,INV-2604-00318,V026,27VGUPQ1274N1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,0.00,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 24; total tax equal
PR-0319,,INV-2604-00319,V018,08STSKE2455Y1ZA,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,115774.46,true,true,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0320,2B-0357,INV-2604-00320,V012,27WOIJO2003E1Z3,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,47331.39,false,,frozen_test,all comparison fields identical
PR-0321,,INV-2604-00321,V010,24MMKOP2707A1Z7,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,12535.93,false,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0322,2B-0393,INV-2604-00322,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0323,2B-0113,INV-2604-00323,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,calibration,all comparison fields identical
PR-0324,2B-0129,INV-2604-00324,V014,01KPAMG7469R1ZE,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'Elmwood  Fabricators  LLP'
PR-0325,2B-0457,INV-2604-00325,V018,08STSKE2455Y1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,all comparison fields identical
PR-0326,2B-0076,INV-2604-00326,V002,27NOMNQ8836X1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,82859.47,true,,calibration,all comparison fields identical
PR-0327,2B-0433,INV-2604-00327,V001,27HPBHZ2966J1ZI,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-1000.00,1000.00,false,141109.19,true,true,calibration,2B net of credit note Rs.1000.00
PR-0328,2B-0137,INV-2604-00328,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0329,2B-0080,INV-2604-00329,V036,27GFSXR6677W1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,148917.54,true,,calibration,all comparison fields identical
PR-0330,2B-0338,INV-2604-00330,V027,27BBEVF0062J1ZM,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,55586.43,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 33; total tax equal
PR-0331,2B-0011,INV-2604-00331,V017,27ITFXL3590N1ZG,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,40727.16,false,,frozen_test,2B invoice_date shifted by +2 day(s)
PR-0332,2B-0462,INV-2604-00332,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,calibration,all comparison fields identical
PR-0333,2B-0247,INV-2604-00333,V006,27MGAGX0940T1ZV,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,28774.39,false,,frozen_test,2B vendor_name rendered as 'BHARAT ENTERPRISES INDIA PVT. LTD.'
PR-0334,2B-0383,INV-2604-00334,V017,27ITFXL3590N1ZG,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,40727.16,false,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 06; total tax equal
PR-0335,2B-0354,INV-2604-00335,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,calibration,all comparison fields identical
PR-0336,2B-0145,INV-2604-00336,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,calibration,all comparison fields identical
PR-0337,2B-0044,INV-2604-00337,V027,27BBEVF0062J1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,55586.43,false,,frozen_test,all comparison fields identical
PR-0338,2B-0190,INV-2604-00338,V034,32MWNUU2669X1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0339,2B-0443,INV-2604-00339,V021,27YIYXG2138V1Z2,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,-0.12,,false,111231.08,true,,frozen_test,taxable_value differs by Rs.0.12 (within Rs.1)
PR-0340,2B-0227,INV-2604-00340,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,calibration,all comparison fields identical
PR-0341,2B-0030,INV-2604-00341,V025,23EANLL0258A1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0342,2B-0054,INV-2604-00342,V032,27AVGFB0339Q1ZZ,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,1781.30,false,,frozen_test,2B vendor_name rendered as 'Trident  Packaging  &  Co.'
PR-0343,2B-0488,INV-2604-00343,V030,03RFLNG9701F1ZD,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,164457.37,true,,frozen_test,all comparison fields identical
PR-0344,2B-0380,INV-2604-00344,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0345,2B-0064,INV-2604-00345,V018,08STSKE2455Y1ZA,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,2B vendor_name rendered as 'KONARK TRADERS & CO.'
PR-0346,2B-0118,INV-2604-00346,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,frozen_test,all comparison fields identical
PR-0347,2B-0235,INV-2604-00347,V017,27ITFXL3590N1ZG,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,40727.16,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 10; total tax equal
PR-0348,2B-0022,INV-2604-00348,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0349,2B-0008,INV-2604-00349,V040,10RCYAZ9838E1Z7,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-39236.00,39236.00,false,22886.35,false,true,calibration,2B net of credit note Rs.39236.00
PR-0350,2B-0061,INV-2604-00350,V032,27AVGFB0339Q1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1781.30,false,,calibration,all comparison fields identical
PR-0351,2B-0041,INV-2604-00351,V006,27MGAGX0940T1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,28774.39,false,,frozen_test,all comparison fields identical
PR-0352,2B-0487,INV-2604-00352,V007,27NFAOH7689K1ZL,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,79774.05,true,,frozen_test,all comparison fields identical
PR-0353,2B-0199,INV-2604-00353,V002,27NOMNQ8836X1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,82859.47,true,,calibration,all comparison fields identical
PR-0354,2B-0368,INV-2604-00354,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,frozen_test,all comparison fields identical
PR-0355,2B-0170,INV-2604-00355,V014,01KPAMG7469R1ZE,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'Elmwood  Fabricators  LLP'
PR-0356,2B-0471,INV-2604-00356,V039,02LJWUK8178Q1ZJ,quarantine_bad_gstin,invalid_input,quarantined,invalid_gstin_format,,quarantine,0.00,,false,11338.70,false,,calibration,gstin check digit incorrect
PR-0357,2B-0461,INV-2604-00357,V037,27DDBTQ1492W1ZA,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,42652.92,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 19; total tax equal
PR-0358,2B-0083,INV-2604-00358,V017,27ITFXL3590N1ZG,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-10000.00,10000.00,false,40727.16,false,true,calibration,2B net of credit note Rs.10000.00
PR-0359,2B-0112,INV-2604-00359,V026,27VGUPQ1274N1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0360,2B-0268,INV-2604-00360,V018,08STSKE2455Y1ZA,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-10000.00,10000.00,false,115774.46,true,true,frozen_test,2B net of credit note Rs.10000.00
PR-0361,2B-0328,INV-2604-00361,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0362,2B-0327,INV-2604-00362,V016,27NNHOE5359S1ZX,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,176.08,false,,calibration,2B invoice_date shifted by +1 day(s)
PR-0363,2B-0325,INV-2604-00363,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0364,2B-0134,INV-2604-00364,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,calibration,all comparison fields identical
PR-0365,2B-0254,INV-2604-00365,V015,09RUTFG7986V1ZZ,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,2B vendor_name rendered as 'Narmada Agro Ltd..'
PR-0366,2B-0279,INV-2604-00366,V013,10CLWJW0153B1ZL,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,103578.27,true,,calibration,"2B vendor_name OCR-corrupted to 'Jy0ti ,Agr0 LLP'"
PR-0367,2B-0265,INV-2604-00367,V019,32LHGYK3148I1ZP,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name rendered as 'M/s Everest Textiles Ltd.'
PR-0368,2B-0288,INV-2604-00368,V006,27MGAGX0940T1ZV,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,-0.44,,false,28774.39,false,,frozen_test,taxable_value differs by Rs.0.44 (within Rs.1)
PR-0369,2B-0364,INV-2604-00369,V017,27ITFXL3590N1ZG,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,40727.16,false,,frozen_test,all comparison fields identical
PR-0370,2B-0444,INV-2604-00370,V022,27CBGHX9945C1ZJ,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,50272.05,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 21; total tax equal
PR-0371,2B-0282,INV-2604-00371,V017,27ITFXL3590N1ZG,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,40727.16,false,,frozen_test,all comparison fields identical
PR-0372,2B-0241,INV-2604-00372,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,calibration,all comparison fields identical
PR-0373,2B-0485,INV-2604-00373,V035,06WWDLC2591N1Z0,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,1400.00,false,true,calibration,2B net of credit note Rs.5000.00
PR-0374,2B-0252,INV-2604-00374,V003,32EVDGL6232O1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0375,2B-0130,INV-2604-00375,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,frozen_test,all comparison fields identical
PR-0376,2B-0365,INV-2604-00376,V017,27ITFXL3590N1ZG,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,40727.16,false,false,calibration,2B net of credit note Rs.2500.00
PR-0377,2B-0109,INV-2604-00377,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0378,2B-0439,INV-2604-00378,V032,27AVGFB0339Q1ZZ,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,1781.30,false,true,frozen_test,2B net of credit note Rs.2500.00
PR-0379,,INV-2604-00379,V036,27GFSXR6677W1Z0,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,148917.54,true,true,frozen_test,absent from current 2B and from the prior-period snapshot
PR-0380,2B-0391,INV-2604-00380,V025,23EANLL0258A1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0381,,INV-2604-00381,V012,27WOIJO2003E1Z3,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,47331.39,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0382,2B-0414,INV-2604-00382,V003,32EVDGL6232O1ZV,quarantine_missing_field,invalid_input,quarantined,missing_required_field,,quarantine,0.00,,false,0.00,false,,calibration,vendor_gstin blank
PR-0383,2B-0250,INV-2604-00383,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,calibration,all comparison fields identical
PR-0384,2B-0108,INV-2604-00384,V038,02CTMNE5571B1Z6,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,125710.64,true,,calibration,all comparison fields identical
PR-0385,,INV-2604-00385,V009,06ZUWQL5692X1Z7,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,54891.06,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0386,2B-0304,INV-2604-00386,V040,10RCYAZ9838E1Z7,quarantine_bad_gstin,invalid_input,quarantined,invalid_gstin_format,,quarantine,0.00,,false,22886.35,false,,frozen_test,gstin PAN block has digits where letters are required
PR-0387,2B-0426,INV-2604-00387,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,frozen_test,all comparison fields identical
PR-0388,2B-0167,INV-2604-00388,V040,10RCYAZ9838E1Z7,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,2B invoice_date shifted by +2 day(s)
PR-0389,2B-0430,INV-2604-00389,V007,27NFAOH7689K1ZL,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,79774.05,true,,calibration,2B vendor_name rendered as 'ZENITH INDUSTRIES INDIA PVT. LTD.'
PR-0390,,INV-2604-00390,V030,03RFLNG9701F1ZD,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,164457.37,true,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0391,2B-0210,INV-2604-00391,V011,27ZNNUA5329D1Z8,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,113979.29,true,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 29; total tax equal
PR-0392,2B-0161,INV-2604-00392,V030,03RFLNG9701F1ZD,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,164457.37,true,,calibration,2B vendor_name rendered as 'Arcadia  Packaging  India  Pvt.  Ltd.'
PR-0393,2B-0029,INV-2604-00393,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,frozen_test,all comparison fields identical
PR-0394,,INV-2604-00394,V033,03KJOEN7911O1Z1,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,124952.52,true,true,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0395,2B-0248,INV-2604-00395,V026,27VGUPQ1274N1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,0.00,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 29; total tax equal
PR-0396,2B-0110,INV-2604-00396,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,frozen_test,all comparison fields identical
PR-0397,,INV-2604-00397,V013,10CLWJW0153B1ZL,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,103578.27,true,false,frozen_test,absent from current 2B and from the prior-period snapshot
