record_id,invoice_id,vendor_name,vendor_gstin,invoice_date,place_of_supply,tax_rate,taxable_value,cgst,sgst,igst,total_tax,invoice_value,supplier_filing_date,gstr2b_period,simulated_current_date
2B-0254,INV-2604-00365,Narmada Agro Ltd..,09RUTFG7986V1ZZ,2026-04-10,27-Maharashtra,12,56747.00,0.00,0.00,6809.64,6809.64,63556.64,2026-05-09,2026-04,2026-06-10
2B-0255,INV-2604-00006,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-07,27-Maharashtra,28,99176.00,13884.64,13884.64,0.00,27769.28,126945.28,2026-05-09,2026-04,2026-06-10
2B-0256,INV-2604-00101,Jyoti Agro LLP,10CLWJW0153B1ZL,2026-04-30,27-Maharashtra,18,292888.00,0.00,0.00,52719.84,52719.84,345607.84,2026-05-13,2026-04,2026-06-10
2B-0257,INV-2604-00292,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-03,27-Maharashtra,18,29058.00,2615.22,2615.22,0.00,5230.44,34288.44,2026-05-08,2026-04,2026-06-10
2B-0258,INV-2604-00237,Konark 1ndustries and C0mpany ;,37AKHBP5432H1ZS,2026-04-16,27-Maharashtra,5,437122.00,0.00,0.00,21856.10,21856.10,458978.10,2026-05-05,2026-04,2026-06-10
2B-0259,INV-2604-00421,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-26,27-Maharashtra,12,8460.00,507.60,507.60,0.00,1015.20,9475.20,2026-05-09,2026-04,2026-06-10
2B-0260,INV-2604-00482,"Bharat S01,utions Limited",32EVDGL6232O1ZV,2026-04-07,27-Maharashtra,5,134182.00,0.00,0.00,6709.10,6709.10,140891.10,2026-05-10,2026-04,2026-06-10
2B-0261,INV-2604-00152,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-08,27-Maharashtra,12,87476.00,0.00,0.00,10497.12,10497.12,97973.12,2026-05-13,2026-04,2026-06-10
2B-0262,INV-2604-90002,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-02,27-Maharashtra,28,200330.00,28046.20,28046.20,0.00,56092.40,256422.40,2026-05-06,2026-04,2026-06-10
2B-0263,INV-2604-00142,Quantum Polymers India Private Limited,27WOIJO2003E1Z3,2026-04-18,27-Maharashtra,18,336115.00,30250.35,30250.35,0.00,60500.70,396615.70,2026-05-12,2026-04,2026-06-10
2B-0264,INV-2604-00415,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-10,27-Maharashtra,12,248488.00,14909.28,14909.28,0.00,29818.56,278306.56,2026-05-08,2026-04,2026-06-10
2B-0265,INV-2604-00367,M/s Everest Textiles Ltd.,32LHGYK3148I1ZP,2026-04-25,27-Maharashtra,18,448932.00,0.00,0.00,80807.76,80807.76,529739.76,2026-05-13,2026-04,2026-06-10
2B-0266,INV-2604-00924,Arcadia  Packaging 1ndia Pvt. Ltd..,03RFLNG9701F1ZD,2026-04-11,27-Maharashtra,18,189019.55,0.00,0.00,34023.52,34023.52,223043.07,2026-05-06,2026-04,2026-06-10
2B-0267,INV-2604-00426,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-06,27-Maharashtra,18,350977.00,0.00,0.00,63175.86,63175.86,414152.86,2026-05-06,2026-04,2026-06-10
2B-0268,INV-2604-00360,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-10,27-Maharashtra,5,71738.00,0.00,0.00,3586.90,3586.90,75324.90,2026-05-06,2026-04,2026-06-10
2B-0269,INV-2604-00138,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-18,27-Maharashtra,18,21590.00,1943.10,1943.10,0.00,3886.20,25476.20,2026-05-13,2026-04,2026-06-10
2B-0270,INV-2604-00298,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-25,27-Maharashtra,5,42055.00,0.00,0.00,2102.75,2102.75,44157.75,2026-05-12,2026-04,2026-06-10
2B-0271,INV-2604-00447,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-04,27-Maharashtra,5,370730.00,0.00,0.00,18536.50,18536.50,389266.50,2026-05-12,2026-04,2026-06-10
2B-0272,INV-2604-00478,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-05,27-Maharashtra,12,65650.00,0.00,0.00,7878.00,7878.00,73528.00,2026-05-06,2026-04,2026-06-10
2B-0273,INV-2604-00033,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-16,27-Maharashtra,28,60602.00,0.00,0.00,16968.56,16968.56,77570.56,2026-05-05,2026-04,2026-06-10
2B-0274,INV-2604-00410,Meridian Logistics India Private Limited,01NNHOE5359S1ZB,2026-04-13,27-Maharashtra,28,425110.00,0.00,0.00,119030.80,119030.80,544140.80,2026-05-13,2026-04,2026-06-10
2B-0275,INV-2604-00268,Wavelength Enterprises LLP,24VGUPQ1274N1Z3,2026-04-25,27-Maharashtra,5,124027.00,0.00,0.00,6201.35,6201.35,130228.35,2026-05-07,2026-04,2026-06-10
2B-0276,INV-2604-00162,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-02,27-Maharashtra,18,423725.00,0.00,0.00,76270.50,76270.50,499995.50,2026-05-07,2026-04,2026-06-10
2B-0277,INV-2604-00461,KONARK TRADERS & CO.,08STSKE2455Y1ZA,2026-04-01,27-Maharashtra,12,182086.00,0.00,0.00,21850.32,21850.32,203936.32,2026-05-06,2026-04,2026-06-10
2B-0278,INV-2604-90000,Meridian Fabricators and Company,27GFSXR6677W1Z0,2026-04-26,27-Maharashtra,28,34883.00,4883.62,4883.62,0.00,9767.24,44650.24,2026-05-05,2026-04,2026-06-10
2B-0279,INV-2604-00366,"Jy0ti ,Agr0 LLP",10CLWJW0153B1ZL,2026-04-29,27-Maharashtra,12,54668.00,0.00,0.00,6560.16,6560.16,61228.16,2026-05-11,2026-04,2026-06-10
2B-0280,INV-2604-00037,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-18,27-Maharashtra,5,456979.20,0.00,0.00,22848.95,22848.95,479828.15,2026-05-08,2026-04,2026-06-10
2B-0281,INV-2604-00013,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-18,27-Maharashtra,5,472249.00,0.00,0.00,23612.45,23612.45,495861.45,2026-05-07,2026-04,2026-06-10
2B-0282,INV-2604-00371,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-27,27-Maharashtra,18,362746.00,32647.14,32647.14,0.00,65294.28,428040.28,2026-05-07,2026-04,2026-06-10
2B-0283,INV-2604-00187,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-09,27-Maharashtra,5,281265.00,0.00,0.00,14063.25,14063.25,295328.25,2026-05-12,2026-04,2026-06-10
2B-0284,INV-2604-00416,Meridian Fabricators and Company,27GFSXR6677W1Z0,2026-04-23,27-Maharashtra,5,316798.00,7919.95,7919.95,0.00,15839.90,332637.90,2026-05-11,2026-04,2026-06-10
2B-0285,INV-2604-00407,DYNAMO TEXTILES PVT LTD,32MWNUU2669X1ZI,2026-04-15,27-Maharashtra,18,446832.00,0.00,0.00,80429.76,80429.76,527261.76,2026-05-10,2026-04,2026-06-10
2B-0286,INV-2604-00443,Wavelength Solutions LLP,37YIYXG2138V1Z1,2026-04-02,27-Maharashtra,28,331563.00,0.00,0.00,92837.64,92837.64,424400.64,2026-05-07,2026-04,2026-06-10
2B-0287,INV-2604-02450,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-28,27-Maharashtra,5,355114.00,0.00,0.00,17755.60,17755.60,372869.60,2026-05-13,2026-04,2026-06-10
2B-0288,INV-2604-00368,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-19,27-Maharashtra,28,101522.56,14213.22,14213.22,0.00,28426.44,129949.00,2026-05-06,2026-04,2026-06-10
2B-0289,INV-2604-00205,Bharat Enterprises India Private Limited,07MGAGX0940T1ZX,2026-04-11,27-Maharashtra,12,253033.00,0.00,0.00,30363.96,30363.96,283396.96,2026-05-08,2026-04,2026-06-10
2B-0290,INV-2604-00052,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-10,27-Maharashtra,5,119887.00,0.00,0.00,5994.35,5994.35,125881.35,2026-05-09,2026-04,2026-06-10
2B-0291,INV-2604-01074,Meridian  L0gistics  1ndia  Pvt.  Ltd ;,27NNHOE5359S1ZX,2026-05-05,27-Maharashtra,5,393188.40,9829.71,9829.71,0.00,19659.42,412847.82,2026-05-11,2026-04,2026-06-10
2B-0292,INV-2604-06000,K0NARK  FABR1CATOR5 & CO.,27BBEVF0062J1ZM,2026-04-22,27-Maharashtra,28,129107.38,18075.03,18075.04,0.00,36150.07,165257.45,2026-05-06,2026-04,2026-06-10
2B-0293,INV-2604-00079,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-04-10,27-Maharashtra,12,475913.00,0.00,0.00,57109.56,57109.56,533022.56,2026-05-13,2026-04,2026-06-10
2B-0294,INV-2604-00150,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-06,27-Maharashtra,18,435410.36,0.00,0.00,78373.80,78373.80,513784.16,2026-05-11,2026-04,2026-06-10
2B-0295,INV-2604-00063,Himalaya Solutions India Private Limited,24NOMNQ8836X1Z8,2026-04-17,27-Maharashtra,5,480812.00,0.00,0.00,24040.60,24040.60,504852.60,2026-05-08,2026-04,2026-06-10
2B-0296,INV-2604-00102,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-04,27-Maharashtra,28,116152.00,0.00,0.00,32522.56,32522.56,148674.56,2026-05-05,2026-04,2026-06-10
2B-0297,INV-2604-00430,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-27,27-Maharashtra,28,60465.00,0.00,0.00,16930.20,16930.20,77395.20,2026-05-06,2026-04,2026-06-10
2B-0298,INV-2604-00412,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-07,27-Maharashtra,5,8126.00,203.15,203.15,0.00,406.30,8532.30,2026-05-05,2026-04,2026-06-10
2B-0299,INV-2604-00496,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-29,27-Maharashtra,5,438453.00,0.00,0.00,21922.65,21922.65,460375.65,2026-05-13,2026-04,2026-06-10
2B-0300,INV-2604-00105,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-16,27-Maharashtra,28,437877.00,61302.78,61302.78,0.00,122605.56,560482.56,2026-05-06,2026-04,2026-06-10
2B-0301,INV-2604-90013,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-13,27-Maharashtra,12,287847.00,17270.82,17270.82,0.00,34541.64,322388.64,2026-05-06,2026-04,2026-06-10
2B-0302,INV-2604-00047,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-20,27-Maharashtra,12,389259.00,23355.54,23355.54,0.00,46711.08,435970.08,2026-05-05,2026-04,2026-06-10
2B-0303,INV-2604-00081,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-12,27-Maharashtra,18,187018.00,0.00,0.00,33663.24,33663.24,220681.24,2026-05-10,2026-04,2026-06-10
2B-0304,INV-2604-00386,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-22,27-Maharashtra,5,440625.00,0.00,0.00,22031.25,22031.25,462656.25,2026-05-06,2026-04,2026-06-10
2B-0305,INV-2604-00486,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-13,27-Maharashtra,18,15387.00,1384.83,1384.83,0.00,2769.66,18156.66,2026-05-10,2026-04,2026-06-10
2B-0306,INV-2604-00194,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-15,27-Maharashtra,28,462375.00,0.00,0.00,129465.00,129465.00,591840.00,2026-05-07,2026-04,2026-06-10
2B-0307,INV-2604-00282,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-29,27-Maharashtra,12,329595.00,0.00,0.00,39551.40,39551.40,369146.40,2026-05-05,2026-04,2026-06-10
2B-0308,INV-2604-00454,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-06,27-Maharashtra,12,239735.00,14384.10,14384.10,0.00,28768.20,268503.20,2026-05-11,2026-04,2026-06-10
2B-0309,INV-2604-05320,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-02,27-Maharashtra,18,12097.00,0.00,0.00,2177.10,2177.10,14274.10,2026-05-11,2026-04,2026-06-10
2B-0310,INV-2604-00157,Meridian Fabricators and Company,08GFSXR6677W1Z0,2026-04-10,27-Maharashtra,5,162974.00,0.00,0.00,8148.70,8148.70,171122.70,2026-05-08,2026-04,2026-06-10
2B-0311,INV-2604-00084,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-06,27-Maharashtra,28,351704.00,0.00,0.00,98477.12,98477.12,450181.12,2026-05-09,2026-04,2026-06-10
2B-0312,INV-2604-00420,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-02,27-Maharashtra,5,326928.00,0.00,0.00,16346.40,16346.40,343274.40,2026-05-07,2026-04,2026-06-10
2B-0313,INV-2604-00429,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-13,27-Maharashtra,28,50365.00,0.00,0.00,14102.20,14102.20,64467.20,2026-05-12,2026-04,2026-06-10
2B-0314,INV-2604-01045,Quantum  P0lymers  1ndia  Pvt.  Ltd ;,27WOIJO2003E1Z3,2026-04-29,27-Maharashtra,5,279685.80,6992.14,6992.15,0.00,13984.29,293670.09,2026-05-06,2026-04,2026-06-10
2B-0315,INV-2604-00318,Wavelength Enterprises LLP,24VGUPQ1274N1Z3,2026-04-20,27-Maharashtra,5,299010.00,0.00,0.00,14950.50,14950.50,313960.50,2026-05-07,2026-04,2026-06-10
2B-0316,INV-2604-00264,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-15,27-Maharashtra,28,345165.00,48323.10,48323.10,0.00,96646.20,441811.20,2026-05-06,2026-04,2026-06-10
2B-0317,INV-2604-00303,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-23,27-Maharashtra,12,53036.00,0.00,0.00,6364.32,6364.32,59400.32,2026-05-06,2026-04,2026-06-10
2B-0318,INV-2604-00190,Hima1aya L0gistics Limited ;,21SKPXR4660P1ZJ,2026-04-02,27-Maharashtra,18,214142.00,0.00,0.00,38545.56,38545.56,252687.56,2026-05-13,2026-04,2026-06-10
2B-0319,INV-2604-00173,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-19,27-Maharashtra,12,298425.00,0.00,0.00,35811.00,35811.00,334236.00,2026-05-09,2026-04,2026-06-10
2B-0320,INV-2604-00166,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-22,27-Maharashtra,12,230762.00,13845.72,13845.72,0.00,27691.44,258453.44,2026-05-05,2026-04,2026-06-10
2B-0321,INV-2604-00188,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-16,27-Maharashtra,5,247198.00,0.00,0.00,12359.90,12359.90,259557.90,2026-05-06,2026-04,2026-06-10
2B-0322,INV-2604-00211,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-18,27-Maharashtra,18,5667.00,0.00,0.00,1020.06,1020.06,6687.06,2026-05-11,2026-04,2026-06-10
2B-0323,INV-2604-00045,"Konark Fabricat0,rs and C0mpany",27BBEVF0062J1ZM,2026-04-08,27-Maharashtra,5,297800.00,7445.00,7445.00,0.00,14890.00,312690.00,2026-05-06,2026-04,2026-06-10
2B-0324,INV-2604-00177,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-30,27-Maharashtra,5,221378.00,0.00,0.00,11068.90,11068.90,232446.90,2026-05-05,2026-04,2026-06-10
2B-0325,INV-2604-00363,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-07,27-Maharashtra,18,176531.00,15887.79,15887.79,0.00,31775.58,208306.58,2026-05-12,2026-04,2026-06-10
2B-0326,INV-2604-00580,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-11,27-Maharashtra,18,388559.00,34970.13,34970.13,0.00,69940.26,458499.26,2026-05-05,2026-04,2026-06-10
2B-0327,INV-2604-00362,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-14,27-Maharashtra,5,206097.00,5152.42,5152.43,0.00,10304.85,216401.85,2026-05-11,2026-04,2026-06-10
2B-0328,INV-2604-00361,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-23,27-Maharashtra,18,68230.00,0.00,0.00,12281.40,12281.40,80511.40,2026-05-10,2026-04,2026-06-10
2B-0329,INV-2604-00840,M/s  Everest Agr0 LLP,03KJOEN7911O1Z1,2026-04-15,27-Maharashtra,18,144011.87,0.00,0.00,25922.14,25922.14,169934.01,2026-05-11,2026-04,2026-06-10
2B-0330,INV-2604-90012,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-25,27-Maharashtra,5,278218.00,0.00,0.00,13910.90,13910.90,292128.90,2026-05-09,2026-04,2026-06-10
2B-0331,INV-2604-00288,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-30,27-Maharashtra,12,313122.00,18787.32,18787.32,0.00,37574.64,350696.64,2026-05-09,2026-04,2026-06-10
2B-0332,INV-2604-00184,Zenith  Industries  India  Pvt.  Ltd.,27NFAOH7689K1ZL,2026-04-02,27-Maharashtra,5,330082.00,8252.05,8252.05,0.00,16504.10,346586.10,2026-05-10,2026-04,2026-06-10
2B-0333,INV-2604-00207,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-19,27-Maharashtra,18,351880.00,0.00,0.00,63338.40,63338.40,415218.40,2026-05-06,2026-04,2026-06-10
2B-0334,INV-2604-00487,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-06,27-Maharashtra,18,369918.00,0.00,0.00,66585.24,66585.24,436503.24,2026-05-13,2026-04,2026-06-10
2B-0335,INV-2604-00290,Dynam0  Texti1es Private Limited,32MWNUU2669X1ZI,2026-04-27,27-Maharashtra,28,263900.00,0.00,0.00,73892.00,73892.00,337792.00,2026-05-06,2026-04,2026-06-10
2B-0336,INV-2604-00125,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-30,27-Maharashtra,12,116876.00,0.00,0.00,14025.12,14025.12,130901.12,2026-05-06,2026-04,2026-06-10
2B-0337,INV-2604-00208,WAVELENGTH STEEL & CO.,02CTMNE5571B1Z6,2026-04-21,27-Maharashtra,5,318620.00,0.00,0.00,15931.00,15931.00,334551.00,2026-05-12,2026-04,2026-06-10
2B-0338,INV-2604-00330,Konark Fabricators and Company,33BBEVF0062J1ZT,2026-04-16,27-Maharashtra,12,362977.00,0.00,0.00,43557.24,43557.24,406534.24,2026-05-11,2026-04,2026-06-10
2B-0339,INV-2604-00424,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-07,27-Maharashtra,28,372164.00,52102.96,52102.96,0.00,104205.92,476369.92,2026-05-12,2026-04,2026-06-10
2B-0340,INV-2604-00085,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-11,27-Maharashtra,18,388557.00,34970.13,34970.13,0.00,69940.26,458497.26,2026-05-05,2026-04,2026-06-10
2B-0341,INV-2604-00405,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-29,27-Maharashtra,28,81945.00,0.00,0.00,22944.60,22944.60,104889.60,2026-05-08,2026-04,2026-06-10
2B-0342,INV-2604-00258,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-04-26,27-Maharashtra,18,63918.00,0.00,0.00,11505.24,11505.24,75423.24,2026-05-10,2026-04,2026-06-10
2B-0343,INV-2604-06100,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-19,27-Maharashtra,18,270604.00,0.00,0.00,48708.36,48708.36,319312.36,2026-05-10,2026-04,2026-06-10
2B-0344,INV-2604-00476,M/s Bharat Textiles Ltd.,27GFTDT0664D1ZM,2026-04-14,27-Maharashtra,28,321265.00,44977.10,44977.10,0.00,89954.20,411219.20,2026-05-10,2026-04,2026-06-10
2B-0345,INV-2604-00206,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-29,27-Maharashtra,5,15833.00,395.82,395.83,0.00,791.65,16624.65,2026-05-10,2026-04,2026-06-10
2B-0346,INV-2604-00304,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-10,27-Maharashtra,12,360854.00,21651.24,21651.24,0.00,43302.48,404156.48,2026-05-09,2026-04,2026-06-10
2B-0347,INV-2604-00119,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-11,27-Maharashtra,18,341447.00,30730.23,30730.23,0.00,61460.46,402907.46,2026-05-08,2026-04,2026-06-10
2B-0348,INV-2604-00065,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-27,27-Maharashtra,18,150653.04,13558.77,13558.77,0.00,27117.54,177770.58,2026-05-12,2026-04,2026-06-10
2B-0349,INV-2604-00297,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-16,27-Maharashtra,5,226910.00,0.00,0.00,11345.50,11345.50,238255.50,2026-05-07,2026-04,2026-06-10
2B-0350,INV-2604-00485,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-04,27-Maharashtra,5,153386.00,0.00,0.00,7669.30,7669.30,161055.30,2026-05-13,2026-04,2026-06-10
2B-0351,INV-2604-00222,"Crest1ine ,Traders and C0mpany",10RCYAZ9838E1Z7,2026-04-29,27-Maharashtra,28,350572.00,0.00,0.00,98160.16,98160.16,448732.16,2026-05-10,2026-04,2026-06-10
2B-0352,INV-2604-00452,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-28,27-Maharashtra,5,355112.00,0.00,0.00,17755.60,17755.60,372867.60,2026-05-13,2026-04,2026-06-10
2B-0353,INV-2604-02030,"M/s K0nark Fab,ricators & C0.",27BBEVF0062J1ZM,2026-05-04,27-Maharashtra,5,373810.78,9345.27,9345.27,0.00,18690.54,392501.32,2026-05-05,2026-04,2026-06-10
2B-0354,INV-2604-00335,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-09,27-Maharashtra,12,108017.00,0.00,0.00,12962.04,12962.04,120979.04,2026-05-11,2026-04,2026-06-10
2B-0355,INV-2604-00483,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-07,27-Maharashtra,5,9312.00,232.80,232.80,0.00,465.60,9777.60,2026-05-10,2026-04,2026-06-10
2B-0356,INV-2604-00064,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-08,27-Maharashtra,18,354833.00,0.00,0.00,63869.94,63869.94,418702.94,2026-05-12,2026-04,2026-06-10
2B-0357,INV-2604-00320,Quantum Polymers India Private Limited,27WOIJO2003E1Z3,2026-04-21,27-Maharashtra,12,23959.00,1437.54,1437.54,0.00,2875.08,26834.08,2026-05-08,2026-04,2026-06-10
2B-0358,INV-2604-00274,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-26,27-Maharashtra,5,264152.00,6603.80,6603.80,0.00,13207.60,277359.60,2026-05-07,2026-04,2026-06-10
2B-0359,INV-2604-00126,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-18,27-Maharashtra,12,13641.00,818.46,818.46,0.00,1636.92,15277.92,2026-05-05,2026-04,2026-06-10
2B-0360,INV-2604-00051,Falcon Chemicals Private Limited,23DDBTQ1492W1ZI,2026-04-28,27-Maharashtra,28,101736.00,0.00,0.00,28486.08,28486.08,130222.08,2026-05-08,2026-04,2026-06-10
2B-0361,INV-2604-00409,Meridian Logistics India Private Limited,09NNHOE5359S1ZV,2026-04-09,27-Maharashtra,18,37068.00,0.00,0.00,6672.24,6672.24,43740.24,2026-05-05,2026-04,2026-06-10
2B-0362,INV-2604-00147,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-02,27-Maharashtra,18,489315.00,0.00,0.00,88076.70,88076.70,577391.70,2026-05-05,2026-04,2026-06-10
2B-0363,INV-2604-90007,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-13,27-Maharashtra,5,485391.00,12134.77,12134.78,0.00,24269.55,509660.55,2026-05-09,2026-04,2026-06-10
2B-0364,INV-2604-00369,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-15,27-Maharashtra,28,175983.00,24637.62,24637.62,0.00,49275.24,225258.24,2026-05-05,2026-04,2026-06-10
2B-0365,INV-2604-00376,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-06,27-Maharashtra,18,114961.00,10346.49,10346.49,0.00,20692.98,135653.98,2026-05-05,2026-04,2026-06-10
2B-0366,INV-2604-00314,Quantum Polymers India Private Limited,27WOIJO2003E1Z3,2026-04-28,27-Maharashtra,28,25166.00,3523.24,3523.24,0.00,7046.48,32212.48,2026-05-07,2026-04,2026-06-10
2B-0367,INV-2604-00072,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-19,27-Maharashtra,18,355582.00,0.00,0.00,64004.76,64004.76,419586.76,2026-05-12,2026-04,2026-06-10
2B-0368,INV-2604-00354,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-24,27-Maharashtra,18,275921.00,0.00,0.00,49665.78,49665.78,325586.78,2026-05-13,2026-04,2026-06-10
2B-0369,INV-2604-00441,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-30,27-Maharashtra,18,92765.00,0.00,0.00,16697.70,16697.70,109462.70,2026-05-07,2026-04,2026-06-10
2B-0370,INV-2604-00067,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-03,27-Maharashtra,5,380467.00,9511.67,9511.68,0.00,19023.35,399490.35,2026-05-07,2026-04,2026-06-10
2B-0371,INV-2604-00070,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-16,27-Maharashtra,5,275665.00,6891.62,6891.63,0.00,13783.25,289448.25,2026-05-10,2026-04,2026-06-10
2B-0372,INV-2604-00300,Bharat  Solutions  Ltd.,32EVDGL6232O1ZV,2026-04-17,27-Maharashtra,5,194908.00,0.00,0.00,9745.40,9745.40,204653.40,2026-05-07,2026-04,2026-06-10
2B-0373,INV-2604-00284,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-09,27-Maharashtra,28,387849.00,0.00,0.00,108597.72,108597.72,496446.72,2026-05-06,2026-04,2026-06-10
2B-0374,INV-2604-00133,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-28,27-Maharashtra,5,164664.00,0.00,0.00,8233.20,8233.20,172897.20,2026-05-11,2026-04,2026-06-10
2B-0375,INV-2604-00053,Crest1ine  Traders and C0mpany,10RCYAZ9838E1Z7,2026-04-15,27-Maharashtra,18,349411.00,0.00,0.00,62893.98,62893.98,412304.98,2026-05-09,2026-04,2026-06-10
2B-0376,INV-2604-00030,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-11,27-Maharashtra,5,70311.00,0.00,0.00,3515.55,3515.55,73826.55,2026-05-07,2026-04,2026-06-10
2B-0377,INV-2604-00197,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-04,27-Maharashtra,5,422752.00,0.00,0.00,21137.60,21137.60,443889.60,2026-05-06,2026-04,2026-06-10
2B-0378,INV-2604-03307,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-02,27-Maharashtra,5,453608.00,11340.15,11340.15,0.00,22680.30,476288.30,2026-05-06,2026-04,2026-06-10
2B-0379,INV-2604-00016,Meridian Logistics India Private Limited,02NNHOE5359S1Z9,2026-04-14,27-Maharashtra,12,67157.00,0.00,0.00,8058.84,8058.84,75215.84,2026-05-13,2026-04,2026-06-10
2B-0380,INV-2604-00344,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-10,27-Maharashtra,18,261900.00,23571.00,23571.00,0.00,47142.00,309042.00,2026-05-12,2026-04,2026-06-10
